Település,Településtípus,2022-es helyezés a rangsorban,2022-es Indexpontszám,rangsor2014,index2014,Rangsor helyezés változása 2014-hez képest,Indexpontszám változása 2014-hez képest
Erdőhorváti,Kistelepülés,1862,"8,6",953,"8,6",-909,0
Egyházashollós,Kistelepülés,1820,"8,6",2148,"7,1",328,"-1,5"
Felsőszölnök,Kistelepülés,386,"11,9",1772,"7,5",1386,"-4,4"
Pusztamagyaród,Kistelepülés,2307,"7,9",2180,"7,1",-127,"-0,8"
Tiszarád,Kistelepülés,2395,"7,8",2744,"5,9",349,"-1,9"
Zimány,Kistelepülés,2299,"7,9",2040,"7,2",-259,"-0,7"
Csenyéte,Kistelepülés,2885,"3,9",2884,"3,9",-1,0
Hont,Kistelepülés,1000,"9,9",1102,"8,3",102,"-1,6"
Markotabödöge,Kistelepülés,2543,"7,4",2226,7,-317,"-0,4"
Szólád,Kistelepülés,1197,"9,5",1691,"7,6",494,"-1,9"
Birján,Kistelepülés,374,12,461,"9,6",87,"-2,4"
Gelénes,Kistelepülés,2651,"7,1",2321,"6,9",-330,"-0,2"
Selyeb,Kistelepülés,2637,"7,2",2531,"6,5",-106,"-0,7"
Semjénháza,Kistelepülés,1939,"8,5",2132,"7,1",193,"-1,4"
Kálmáncsa,Kistelepülés,1200,"9,5",1646,"7,7",446,"-1,8"
Balajt,Kistelepülés,2704,"6,9",2738,"5,9",34,-1
Győrasszonyfa,Kistelepülés,1735,"8,7",1444,"7,9",-291,"-0,8"
Kuncsorba,Kistelepülés,1749,"8,7",1758,"7,5",9,"-1,2"
Lovas,Kistelepülés,967,10,548,"9,4",-419,"-0,6"
Kereki,Kistelepülés,1331,"9,3",2286,"6,9",955,"-2,4"
Nagytevel,Kistelepülés,1733,"8,7",732,"8,9",-1001,"0,2"
Simaság,Kistelepülés,2255,8,1451,"7,9",-804,"-0,1"
Eplény,Kistelepülés,605,"10,9",486,"9,5",-119,"-1,4"
Kishartyán,Kistelepülés,1182,"9,6",1660,"7,6",478,-2
Kőkút,Kistelepülés,2783,"6,5",2854,"5,1",71,"-1,4"
Székelyszabar,Kistelepülés,2037,"8,3",1589,"7,7",-448,"-0,6"
Dencsháza,Kistelepülés,1717,"8,7",1737,"7,6",20,"-1,1"
Nagydobsza,Kistelepülés,1276,"9,4",888,"8,7",-388,"-0,7"
Szentantalfa,Kistelepülés,1300,"9,4",1151,"8,3",-149,"-1,1"
Somogyzsitfa,Kistelepülés,2612,"7,3",2505,"6,6",-107,"-0,7"
Homorúd,Kistelepülés,2419,"7,7",2508,"6,6",89,"-1,1"
Mezőpeterd,Kistelepülés,1893,"8,5",1554,"7,7",-339,"-0,8"
Kardos,Kistelepülés,1382,"9,2",2358,"6,8",976,"-2,4"
Csögle,Kistelepülés,2194,"8,1",1455,"7,9",-739,"-0,2"
Kerta,Kistelepülés,1304,"9,3",1553,"7,7",249,"-1,6"
Sümegcsehi,Kistelepülés,2231,8,1966,"7,3",-265,"-0,7"
Dunatetétlen,Kistelepülés,628,"10,9",1301,"8,1",673,"-2,8"
Lázi,Kistelepülés,1672,"8,8",1656,"7,6",-16,"-1,2"
Narda,Kistelepülés,1427,"9,2",1361,8,-66,"-1,2"
Pápakovácsi,Kistelepülés,327,"12,1",922,"8,6",595,"-3,5"
Lakócsa,Kistelepülés,2163,"8,2",2160,"7,1",-3,"-1,1"
Rásonysápberencs,Kistelepülés,2177,"8,1",1745,"7,5",-432,"-0,6"
Vanyola,Kistelepülés,2461,"7,6",2332,"6,9",-129,"-0,7"
Zalaszabar,Kistelepülés,287,"12,4",975,"8,5",688,"-3,9"
Márokpapi,Kistelepülés,2298,"7,9",2037,"7,2",-261,"-0,7"
Ura,Kistelepülés,1930,"8,5",1400,8,-530,"-0,5"
Erdőtarcsa,Kistelepülés,1268,"9,4",2442,"6,7",1174,"-2,7"
Mikóháza,Kistelepülés,828,"10,2",82,"11,6",-746,"1,4"
Pörböly,Kistelepülés,2227,8,2260,7,33,-1
Vámosatya,Kistelepülés,2175,"8,1",2289,"6,9",114,"-1,2"
Istvándi,Kistelepülés,2645,"7,2",2641,"6,3",-4,"-0,9"
Rábacsanak,Kistelepülés,1507,"9,1",1388,8,-119,"-1,1"
Mihálygerge,Kistelepülés,801,"10,3",561,"9,3",-240,-1
Babosdöbréte,Kistelepülés,2367,"7,8",2167,"7,1",-200,"-0,7"
Nyalka,Kistelepülés,2217,"8,1",1387,8,-830,"-0,1"
Nagylengyel,Kistelepülés,698,"10,6",598,"9,2",-100,"-1,4"
Csincse,Kistelepülés,1867,"8,6",1798,"7,5",-69,"-1,1"
Felsőcsatár,Kistelepülés,1500,"9,1",1094,"8,4",-406,"-0,7"
Kömörő,Kistelepülés,2180,"8,1",2262,7,82,"-1,1"
Györgytarló,Kistelepülés,2100,"8,2",2311,"6,9",211,"-1,3"
Jobaháza,Kistelepülés,2041,"8,3",2052,"7,2",11,"-1,1"
Karos,Kistelepülés,2270,8,2328,"6,9",58,"-1,1"
Kisszekeres,Kistelepülés,2256,8,2010,"7,2",-246,"-0,8"
Nagygyimót,Kistelepülés,2089,"8,3",748,"8,9",-1341,"0,6"
Semjén,Kistelepülés,2466,"7,6",2695,"6,1",229,"-1,5"
Kondó,Kistelepülés,1887,"8,5",1942,"7,3",55,"-1,2"
Nagykorpád,Kistelepülés,2511,"7,5",2352,"6,8",-159,"-0,7"
Óhíd,Kistelepülés,1915,"8,5",1858,"7,4",-57,"-1,1"
Ártánd,Kistelepülés,1563,9,777,"8,9",-786,"-0,1"
Szamosangyalos,Kistelepülés,2470,"7,6",2498,"6,6",28,-1
Muraszemenye,Kistelepülés,1216,"9,5",1749,"7,5",533,-2
Rákóczibánya,Kistelepülés,1085,"9,7",1874,"7,4",789,"-2,3"
Csaholc,Kistelepülés,2125,"8,2",1443,"7,9",-682,"-0,3"
Kondorfa,Kistelepülés,2512,"7,5",2313,"6,9",-199,"-0,6"
Viss,Kistelepülés,2572,"7,4",2656,"6,3",84,"-1,1"
Hidvégardó,Kistelepülés,1439,"9,1",466,"9,6",-973,"0,5"
Káptalantóti,Kistelepülés,454,"11,5",1136,"8,3",682,"-3,2"
Bojt,Kistelepülés,2599,"7,3",2335,"6,9",-264,"-0,4"
Gerde,Kistelepülés,2621,"7,3",2621,"6,4",0,"-0,9"
Jákfa,Kistelepülés,2192,"8,1",2076,"7,2",-116,"-0,9"
Csikvánd,Kistelepülés,1830,"8,6",1792,"7,5",-38,"-1,1"
Egerbocs,Kistelepülés,2044,"8,3",2045,"7,2",1,"-1,1"
Malomsok,Kistelepülés,956,10,2074,"7,2",1118,"-2,8"
Bezi,Kistelepülés,2191,"8,1",1987,"7,3",-204,"-0,8"
Váckisújfalu,Kistelepülés,1753,"8,7",1518,"7,8",-235,"-0,9"
Somogyfajsz,Kistelepülés,2673,"7,1",2613,"6,4",-60,"-0,7"
Erdőkürt,Kistelepülés,878,"10,1",1161,"8,3",283,"-1,8"
Hidegség,Kistelepülés,1323,"9,3",1045,"8,4",-278,"-0,9"
Kemenesmihályfa,Kistelepülés,1437,"9,1",1378,8,-59,"-1,1"
Lengyel,Kistelepülés,2080,"8,3",900,"8,7",-1180,"0,4"
Nagyalásony,Kistelepülés,904,"10,1",965,"8,5",61,"-1,6"
Nemesapáti,Kistelepülés,1884,"8,5",1669,"7,6",-215,"-0,9"
Panyola,Kistelepülés,676,"10,7",937,"8,6",261,"-2,1"
Szentgáloskér,Kistelepülés,2287,8,2488,"6,6",201,"-1,4"
Becske,Kistelepülés,727,"10,5",1179,"8,2",452,"-2,3"
Egerlövő,Kistelepülés,810,"10,3",2249,7,1439,"-3,3"
Kemeneshőgyész,Kistelepülés,1674,"8,8",1881,"7,4",207,"-1,4"
Kemenessömjén,Kistelepülés,1387,"9,2",1839,"7,4",452,"-1,8"
Peresznye,Kistelepülés,1740,"8,7",2161,"7,1",421,"-1,6"
Porva,Kistelepülés,848,"10,2",1226,"8,2",378,-2
Kötcse,Kistelepülés,1474,"9,1",2017,"7,2",543,"-1,9"
Nagyér,Kistelepülés,1092,"9,7",1653,"7,6",561,"-2,1"
Bérbaltavár,Kistelepülés,2096,"8,3",2450,"6,7",354,"-1,6"
Egyed,Kistelepülés,1508,9,918,"8,6",-590,"-0,4"
Tornyiszentmiklós,Kistelepülés,928,10,1517,"7,8",589,"-2,2"
Uszka,Kistelepülés,2858,"5,8",2843,"5,3",-15,"-0,5"
Bajánsenye,Kistelepülés,1126,"9,7",1013,"8,5",-113,"-1,2"
Váraszó,Kistelepülés,2065,"8,3",1417,"7,9",-648,"-0,4"
Egyházaskesző,Kistelepülés,1944,"8,5",2184,"7,1",240,"-1,4"
Küngös,Kistelepülés,1619,"8,9",960,"8,6",-659,"-0,3"
Rábaszentmihály,Kistelepülés,1104,"9,7",1177,"8,2",73,"-1,5"
Királyszentistván,Kistelepülés,953,10,1183,"8,2",230,"-1,8"
Magyargencs,Kistelepülés,1986,"8,4",1684,"7,6",-302,"-0,8"
Muhi,Kistelepülés,1812,"8,6",1448,"7,9",-364,"-0,7"
Somogyapáti,Kistelepülés,2263,8,1418,"7,9",-845,"-0,1"
Vág,Kistelepülés,1345,"9,3",973,"8,5",-372,"-0,8"
Darvas,Kistelepülés,1797,"8,6",1764,"7,5",-33,"-1,1"
Fulókércs,Kistelepülés,2766,"6,6",2756,"5,9",-10,"-0,7"
Jákfalva,Kistelepülés,2592,"7,3",2356,"6,8",-236,"-0,5"
Acsalag,Kistelepülés,2356,"7,9",1932,"7,3",-424,"-0,6"
Zabar,Kistelepülés,2260,8,2379,"6,8",119,"-1,2"
Hernádszentandrás,Kistelepülés,2659,"7,1",1880,"7,4",-779,"0,3"
Kisigmánd,Kistelepülés,1138,"9,6",369,"9,8",-769,"0,2"
Kustánszeg,Kistelepülés,2314,"7,9",2265,7,-49,"-0,9"
Bőszénfa,Kistelepülés,2066,"8,3",2325,"6,9",259,"-1,4"
Nak,Kistelepülés,1987,"8,4",2169,"7,1",182,"-1,3"
Szápár,Kistelepülés,366,12,1585,"7,7",1219,"-4,3"
Vörs,Kistelepülés,1314,"9,3",2000,"7,3",686,-2
Sajópüspöki,Kistelepülés,2738,"6,8",2435,"6,7",-303,"-0,1"
Zalacséb,Kistelepülés,824,"10,2",488,"9,5",-336,"-0,7"
Aszófő,Kistelepülés,45,"15,7",176,"10,7",131,-5
Dombiratos,Kistelepülés,1895,"8,5",1921,"7,3",26,"-1,2"
Lókút,Kistelepülés,846,"10,2",1117,"8,3",271,"-1,9"
Röjtökmuzsaj,Kistelepülés,1202,"9,5",752,"8,9",-450,"-0,6"
Somogybabod,Kistelepülés,1600,"8,9",2168,"7,1",568,"-1,8"
Lippó,Kistelepülés,1349,"9,3",1078,"8,4",-271,"-0,9"
Óföldeák,Kistelepülés,2602,"7,3",2430,"6,7",-172,"-0,6"
Szentdomonkos,Kistelepülés,2582,"7,3",1861,"7,4",-721,"0,1"
Nagykutas,Kistelepülés,877,"10,1",1403,8,526,"-2,1"
Szemely,Kistelepülés,1603,"8,9",1842,"7,4",239,"-1,5"
Kaposhomok,Kistelepülés,2581,"7,4",2639,"6,3",58,"-1,1"
Pogányszentpéter,Kistelepülés,2016,"8,4",1594,"7,7",-422,"-0,7"
Izmény,Kistelepülés,2499,"7,6",2269,"6,9",-230,"-0,7"
Szőc,Kistelepülés,2554,"7,4",2708,"6,1",154,"-1,3"
Újbarok,Kistelepülés,1411,"9,2",1422,"7,9",11,"-1,3"
Vámosoroszi,Kistelepülés,1545,9,1427,"7,9",-118,"-1,1"
Csesznek,Kistelepülés,1064,"9,8",475,"9,5",-589,"-0,3"
Szalmatercs,Kistelepülés,1716,"8,7",2256,7,540,"-1,7"
Krasznokvajda,Kistelepülés,1352,"9,3",481,"9,5",-871,"0,2"
Mátraszentimre,Kistelepülés,44,"15,7",106,"11,3",62,"-4,4"
Aggtelek,Kistelepülés,719,"10,6",190,"10,6",-529,0
Klárafalva,Kistelepülés,753,"10,5",1306,"8,1",553,"-2,4"
Rábaszentandrás,Kistelepülés,912,"10,1",1322,"8,1",410,-2
Újiráz,Kistelepülés,1306,"9,3",1343,8,37,"-1,3"
Zaránk,Kistelepülés,2186,"8,1",1543,"7,8",-643,"-0,3"
Sántos,Kistelepülés,1397,"9,2",1647,"7,6",250,"-1,6"
Kisharsány,Kistelepülés,2158,"8,2",2140,"7,1",-18,"-1,1"
Nagyszekeres,Kistelepülés,2046,"8,3",2050,"7,2",4,"-1,1"
Fáj,Kistelepülés,2869,"5,6",2863,"5,1",-6,"-0,5"
Fehértó,Kistelepülés,2135,"8,2",1952,"7,3",-183,"-0,9"
Géberjén,Kistelepülés,943,10,948,"8,6",5,"-1,4"
Balatonszepezd,Kistelepülés,30,"16,4",98,"11,3",68,"-5,1"
Drávafok,Kistelepülés,2441,"7,7",1509,"7,8",-932,"0,1"
Legénd,Kistelepülés,1190,"9,5",1829,"7,4",639,"-2,1"
Doba,Kistelepülés,1320,"9,3",1512,"7,8",192,"-1,5"
Mályinka,Kistelepülés,1113,"9,7",1153,"8,3",40,"-1,4"
Salköveskút,Kistelepülés,1627,"8,9",1123,"8,3",-504,"-0,6"
Törökkoppány,Kistelepülés,1021,"9,9",1125,"8,3",104,"-1,6"
Vízvár,Kistelepülés,830,"10,2",1276,"8,1",446,"-2,1"
Sajólászlófalva,Kistelepülés,1509,9,2024,"7,2",515,"-1,8"
Hidegkút,Kistelepülés,1089,"9,7",521,"9,4",-568,"-0,3"
Mátételke,Kistelepülés,2325,"7,9",2349,"6,8",24,"-1,1"
Balatonújlak,Kistelepülés,1354,"9,3",1482,"7,8",128,"-1,5"
Kemendollár,Kistelepülés,1835,"8,6",1370,8,-465,"-0,6"
Nógrádmarcal,Kistelepülés,2184,"8,1",2233,7,49,"-1,1"
Zubogy,Kistelepülés,2090,"8,3",2146,"7,1",56,"-1,2"
Somogymeggyes,Kistelepülés,2289,8,2503,"6,6",214,"-1,4"
Kapolcs,Kistelepülés,318,"12,2",807,"8,8",489,"-3,4"
Kétbodony,Kistelepülés,638,"10,8",1672,"7,6",1034,"-3,2"
Szakáld,Kistelepülés,908,"10,1",1471,"7,9",563,"-2,2"
Helesfa,Kistelepülés,2489,"7,6",2297,"6,9",-192,"-0,7"
Kisunyom,Kistelepülés,535,"11,2",1548,"7,7",1013,"-3,5"
Kács,Kistelepülés,451,"11,5",993,"8,5",542,-3
Zádorfalva,Kistelepülés,2797,"6,4",2649,"6,3",-148,"-0,1"
Zalaszentgyörgy,Kistelepülés,1071,"9,8",1068,"8,4",-3,"-1,4"
Károlyháza,Kistelepülés,1142,"9,6",1665,"7,6",523,-2
Szakony,Kistelepülés,1955,"8,5",1394,8,-561,"-0,5"
Hetvehely,Kistelepülés,1755,"8,7",280,"10,2",-1475,"1,5"
Körösnagyharsány,Kistelepülés,1266,"9,4",1828,"7,4",562,-2
Magyarszerdahely,Kistelepülés,1527,9,2100,"7,2",573,"-1,8"
Somogytúr,Kistelepülés,1758,"8,7",2406,"6,8",648,"-1,9"
Nagyszakácsi,Kistelepülés,2623,"7,2",2535,"6,5",-88,"-0,7"
Répáshuta,Kistelepülés,883,"10,1",1090,"8,4",207,"-1,7"
Bakonyoszlop,Kistelepülés,1499,"9,1",1461,"7,9",-38,"-1,2"
Hét,Kistelepülés,2323,"7,9",2165,"7,1",-158,"-0,8"
Sajónémeti,Kistelepülés,2456,"7,7",2633,"6,3",177,"-1,4"
Sávoly,Kistelepülés,1966,"8,4",1658,"7,6",-308,"-0,8"
Lakhegy,Kistelepülés,1807,"8,6",1368,8,-439,"-0,6"
Csanádalberti,Kistelepülés,1723,"8,7",1938,"7,3",215,"-1,4"
Kémes,Kistelepülés,1471,"9,1",759,"8,9",-712,"-0,2"
Telekes,Kistelepülés,2605,"7,3",2414,"6,7",-191,"-0,6"
Gasztony,Kistelepülés,1496,"9,1",2093,"7,2",597,"-1,9"
Lövőpetri,Kistelepülés,2005,"8,4",1766,"7,5",-239,"-0,9"
Magyarkeresztúr,Kistelepülés,2208,"8,1",2382,"6,8",174,"-1,3"
Őrtilos,Kistelepülés,1814,"8,6",2367,"6,8",553,"-1,8"
Zalagyömörő,Kistelepülés,2071,"8,3",1888,"7,4",-183,"-0,9"
Ordas,Kistelepülés,2026,"8,3",1806,"7,5",-220,"-0,8"
Kamond,Kistelepülés,2713,"6,9",2645,"6,3",-68,"-0,6"
Ambrózfalva,Kistelepülés,1693,"8,8",2056,"7,2",363,"-1,6"
Kelemér,Kistelepülés,2779,"6,5",2811,"5,5",32,-1
Nagyrada,Kistelepülés,1692,"8,8",1705,"7,6",13,"-1,2"
Kám,Kistelepülés,1095,"9,7",920,"8,6",-175,"-1,1"
Tiszacsermely,Kistelepülés,2616,"7,3",2679,"6,2",63,"-1,1"
Tekenye,Kistelepülés,1601,"8,9",2291,"6,9",690,-2
Várda,Kistelepülés,1611,"8,9",604,"9,2",-1007,"0,3"
Iharos,Kistelepülés,1999,"8,4",1882,"7,4",-117,-1
Kisbucsa,Kistelepülés,1997,"8,4",1358,8,-639,"-0,4"
Léh,Kistelepülés,2530,"7,5",2182,"7,1",-348,"-0,4"
Dióskál,Kistelepülés,2103,"8,2",2098,"7,2",-5,-1
Ipolytarnóc,Kistelepülés,1441,"9,1",1597,"7,7",156,"-1,4"
Kup,Kistelepülés,1833,"8,6",1574,"7,7",-259,"-0,9"
Benk,Kistelepülés,2549,"7,4",2252,7,-297,"-0,4"
Sajósenye,Kistelepülés,1645,"8,8",1130,"8,3",-515,"-0,5"
Zselicszentpál,Kistelepülés,866,"10,1",1558,"7,7",692,"-2,4"
Bejcgyertyános,Kistelepülés,2352,"7,9",1923,"7,3",-429,"-0,6"
Sumony,Kistelepülés,2709,"6,9",2701,"6,1",-8,"-0,8"
Tarjánpuszta,Kistelepülés,1285,"9,4",1380,8,95,"-1,4"
Ipolydamásd,Kistelepülés,1032,"9,8",1165,"8,3",133,"-1,5"
Somogygeszti,Kistelepülés,2683,7,2712,"6,1",29,"-0,9"
Esztergályhorváti,Kistelepülés,1805,"8,6",1949,"7,3",144,"-1,3"
Kéleshalom,Kistelepülés,2615,"7,3",2671,"6,2",56,"-1,1"
Magyarszecsőd,Kistelepülés,604,"10,9",1844,"7,4",1240,"-3,5"
Zengővárkony,Kistelepülés,1583,"8,9",1065,"8,4",-518,"-0,5"
Zselickislak,Kistelepülés,1530,9,583,"9,3",-947,"0,3"
Almamellék,Kistelepülés,1912,"8,5",1649,"7,6",-263,"-0,9"
Bazsi,Kistelepülés,2207,"8,1",2437,"6,7",230,"-1,4"
Alibánfa,Kistelepülés,2114,"8,2",1797,"7,5",-317,"-0,7"
Móricgát,Kistelepülés,2736,"6,8",2761,"5,8",25,-1
Várbalog,Kistelepülés,1229,"9,5",1291,"8,1",62,"-1,4"
Alsószuha,Kistelepülés,2782,"6,5",2616,"6,4",-166,"-0,1"
Pethőhenye,Kistelepülés,2159,"8,2",2171,"7,1",12,"-1,1"
Boda,Kistelepülés,1035,"9,8",1184,"8,2",149,"-1,6"
Kánya,Kistelepülés,1621,"8,9",2199,7,578,"-1,9"
Balatonmagyaród,Kistelepülés,556,"11,1",793,"8,8",237,"-2,3"
Mucsi,Kistelepülés,2698,"6,9",2556,"6,5",-142,"-0,4"
Hegyszentmárton,Kistelepülés,2481,"7,6",2443,"6,7",-38,"-0,9"
Kisbágyon,Kistelepülés,879,"10,1",2376,"6,8",1497,"-3,3"
Ráksi,Kistelepülés,1638,"8,8",1945,"7,3",307,"-1,5"
Pusztamiske,Kistelepülés,2480,"7,6",2675,"6,2",195,"-1,4"
Csoma,Kistelepülés,2043,"8,3",2113,"7,1",70,"-1,2"
Mosonudvar,Kistelepülés,881,"10,1",417,"9,7",-464,"-0,4"
Nyíri,Kistelepülés,1685,"8,8",1714,"7,6",29,"-1,2"
Csém,Kistelepülés,2108,"8,2",1909,"7,4",-199,"-0,8"
Molnaszecsőd,Kistelepülés,1283,"9,4",1735,"7,6",452,"-1,8"
Pankasz,Kistelepülés,1122,"9,7",1200,"8,2",78,"-1,5"
Siklósnagyfalu,Kistelepülés,2867,"5,6",2771,"5,8",-96,"0,2"
Szarvasgede,Kistelepülés,780,"10,4",1692,"7,6",912,"-2,8"
Völcsej,Kistelepülés,1553,9,1722,"7,6",169,"-1,4"
Boncodfölde,Kistelepülés,1237,"9,4",1441,"7,9",204,"-1,5"
Dabronc,Kistelepülés,1771,"8,7",1795,"7,5",24,"-1,2"
Vasasszonyfa,Kistelepülés,1617,"8,9",1319,"8,1",-298,"-0,8"
Dénesfa,Kistelepülés,2167,"8,2",1994,"7,3",-173,"-0,9"
Fülesd,Kistelepülés,2130,"8,2",1940,"7,3",-190,"-0,9"
Pásztori,Kistelepülés,2383,"7,8",2408,"6,8",25,-1
Tengőd,Kistelepülés,2501,"7,6",2689,"6,1",188,"-1,5"
Baranyajenő,Kistelepülés,2727,"6,8",2741,"5,9",14,"-0,9"
Dabrony,Kistelepülés,2201,"8,1",1802,"7,5",-399,"-0,6"
Árpádhalom,Kistelepülés,2112,"8,2",1562,"7,7",-550,"-0,5"
Márok,Kistelepülés,1398,"9,2",1377,8,-21,"-1,2"
Rinyaszentkirály,Kistelepülés,2852,"5,9",2807,"5,6",-45,"-0,3"
Tiszainoka,Kistelepülés,2354,"7,9",2195,7,-159,"-0,9"
Zajta,Kistelepülés,2024,"8,3",1818,"7,5",-206,"-0,8"
Egyházasdengeleg,Kistelepülés,975,"9,9",1690,"7,6",715,"-2,3"
Gecse,Kistelepülés,2257,8,1963,"7,3",-294,"-0,7"
Vasszilvágy,Kistelepülés,1991,"8,4",1884,"7,4",-107,-1
Bakonybánk,Kistelepülés,2164,"8,2",1742,"7,5",-422,"-0,7"
Csipkerek,Kistelepülés,2386,"7,8",2185,"7,1",-201,"-0,7"
Mónosbél,Kistelepülés,1673,"8,8",1813,"7,5",140,"-1,3"
Szemere,Kistelepülés,2656,"7,1",2401,"6,8",-255,"-0,3"
Páli,Kistelepülés,1729,"8,7",1687,"7,6",-42,"-1,1"
Szamoskér,Kistelepülés,2509,"7,5",1855,"7,4",-654,"-0,1"
Boldogasszonyfa,Kistelepülés,2166,"8,2",607,"9,2",-1559,1
Olaszfa,Kistelepülés,2336,"7,9",2008,"7,2",-328,"-0,7"
Csertő,Kistelepülés,2129,"8,2",1962,"7,3",-167,"-0,9"
Eperjes,Kistelepülés,1234,"9,5",1920,"7,3",686,"-2,2"
Szécsényfelfalu,Kistelepülés,1169,"9,6",1110,"8,3",-59,"-1,3"
Révleányvár,Kistelepülés,2278,8,2418,"6,7",140,"-1,3"
Rigyác,Kistelepülés,1958,"8,4",2501,"6,6",543,"-1,8"
Táska,Kistelepülés,2462,"7,6",2714,"6,1",252,"-1,5"
Ipolytölgyes,Kistelepülés,874,"10,1",1397,8,523,"-2,1"
Apátistvánfalva,Kistelepülés,2259,8,1599,"7,7",-660,"-0,3"
Bonyhádvarasd,Kistelepülés,2148,"8,2",2314,"6,9",166,"-1,3"
Gige,Kistelepülés,2806,"6,3",2858,"5,1",52,"-1,2"
Bikács,Kistelepülés,2188,"8,1",2109,"7,1",-79,-1
Bodrog,Kistelepülés,1591,"8,9",2068,"7,2",477,"-1,7"
Borjád,Kistelepülés,1482,"9,1",1670,"7,6",188,"-1,5"
Bögöt,Kistelepülés,1816,"8,6",2339,"6,9",523,"-1,7"
Nagyszékely,Kistelepülés,2174,"8,1",2460,"6,7",286,"-1,4"
Bakonypölöske,Kistelepülés,2469,"7,6",2244,7,-225,"-0,6"
Bogádmindszent,Kistelepülés,2151,"8,2",1833,"7,4",-318,"-0,8"
Csárdaszállás,Kistelepülés,1506,"9,1",567,"9,3",-939,"0,2"
Cserdi,Kistelepülés,2856,"5,8",2810,"5,6",-46,"-0,2"
Bátor,Kistelepülés,906,"10,1",894,"8,7",-12,"-1,4"
Bolhás,Kistelepülés,2113,"8,2",1995,"7,3",-118,"-0,9"
Bér,Kistelepülés,1941,"8,5",2191,7,250,"-1,5"
Kisbodak,Kistelepülés,1374,"9,2",1638,"7,7",264,"-1,5"
Jászivány,Kistelepülés,2196,"8,1",1525,"7,8",-671,"-0,3"
Mecsekpölöske,Kistelepülés,2038,"8,3",2031,"7,2",-7,"-1,1"
Pölöskefő,Kistelepülés,2018,"8,4",2650,"6,3",632,"-2,1"
Farkasgyepű,Kistelepülés,646,"10,8",1077,"8,4",431,"-2,4"
Velem,Kistelepülés,119,"13,8",1026,"8,4",907,"-5,4"
Zákányfalu,Kistelepülés,1301,"9,4",1139,"8,3",-162,"-1,1"
Gyóró,Kistelepülés,2154,"8,2",2290,"6,9",136,"-1,3"
Nemeskolta,Kistelepülés,2250,8,1999,"7,3",-251,"-0,7"
Sajtoskál,Kistelepülés,1448,"9,1",1939,"7,3",491,"-1,8"
Tokorcs,Kistelepülés,1934,"8,5",1770,"7,5",-164,-1
Csitár,Kistelepülés,2426,"7,7",2361,"6,8",-65,"-0,9"
Kisdombegyház,Kistelepülés,2302,"7,9",2021,"7,2",-281,"-0,7"
Liget,Kistelepülés,2267,8,2428,"6,7",161,"-1,3"
Pusztaszemes,Kistelepülés,1642,"8,8",1989,"7,3",347,"-1,5"
Ziliz,Kistelepülés,1764,"8,7",2151,"7,1",387,"-1,6"
Hács,Kistelepülés,2626,"7,2",2575,"6,4",-51,"-0,8"
Bozsok,Kistelepülés,1465,"9,1",928,"8,6",-537,"-0,5"
Drávasztára,Kistelepülés,2442,"7,7",2464,"6,6",22,"-1,1"
Kemenespálfa,Kistelepülés,2371,"7,8",2601,"6,4",230,"-1,4"
Somodor,Kistelepülés,1943,"8,5",2309,"6,9",366,"-1,6"
Csörnyeföld,Kistelepülés,2143,"8,2",1981,"7,3",-162,"-0,9"
Nagylak,Kistelepülés,734,"10,5",856,"8,7",122,"-1,8"
Bedegkér,Kistelepülés,2593,"7,3",2547,"6,5",-46,"-0,8"
Újtelek,Kistelepülés,2077,"8,3",2229,7,152,"-1,3"
Liszó,Kistelepülés,2176,"8,1",1763,"7,5",-413,"-0,6"
Sajókápolna,Kistelepülés,1982,"8,4",2018,"7,2",36,"-1,2"
Somogyhárságy,Kistelepülés,2067,"8,3",1956,"7,3",-111,-1
Garadna,Kistelepülés,1752,"8,7",1661,"7,6",-91,"-1,1"
Zalaháshágy,Kistelepülés,2254,8,2107,"7,1",-147,"-0,9"
Nagybakónak,Kistelepülés,2222,"8,1",2411,"6,8",189,"-1,3"
Szentgyörgyvölgy,Kistelepülés,1831,"8,6",1832,"7,4",1,"-1,2"
Nagycsepely,Kistelepülés,1708,"8,7",2589,"6,4",881,"-2,3"
Szúcs,Kistelepülés,2711,"6,9",2723,6,12,"-0,9"
Batyk,Kistelepülés,2138,"8,2",2206,7,68,"-1,2"
Kisvejke,Kistelepülés,2449,"7,7",2387,"6,8",-62,"-0,9"
Nagytőke,Kistelepülés,1456,"9,1",1990,"7,3",534,"-1,8"
Orosztony,Kistelepülés,2618,"7,3",2519,"6,6",-99,"-0,7"
Szamosújlak,Kistelepülés,2348,"7,9",2390,"6,8",42,"-1,1"
Zsarolyán,Kistelepülés,2578,"7,4",2220,7,-358,"-0,4"
Pornóapáti,Kistelepülés,1423,"9,2",1072,"8,4",-351,"-0,8"
Marcalgergelyi,Kistelepülés,1848,"8,6",1178,"8,2",-670,"-0,4"
Vashosszúfalu,Kistelepülés,2075,"8,3",2070,"7,2",-5,"-1,1"
Cserháthaláp,Kistelepülés,2258,8,1297,"8,1",-961,"0,1"
Szentgyörgyvár,Kistelepülés,1141,"9,6",1817,"7,5",676,"-2,1"
Bátaapáti,Kistelepülés,1385,"9,2",444,"9,6",-941,"0,4"
Csánig,Kistelepülés,1892,"8,5",1572,"7,7",-320,"-0,8"
